,Game Title,Genre
5621,Enemy Front,Action
5622,Enemy Front,First-Person
5623,Anomaly Defenders,Strategy
5624,Anomaly Defenders,Real-Time
5625,Hegemony Rome: The Rise of Caesar,Real-Time
5626,Hegemony Rome: The Rise of Caesar,Strategy
5627,Munin,2D
5628,Munin,Action
5629,Munin,Platformer
5630,The Elder Scrolls Online,MMO
5631,The Elder Scrolls Online,Role-Playing
5632,Nether,MMO
5633,Nether,Role-Playing
5634,GRID Autosport,Driving/Racing
5635,GRID Autosport,Simulation
5636,Valiant Hearts: The Great War,Action
5637,Valiant Hearts: The Great War,Platformer
5638,Valiant Hearts: The Great War,2D
5639,Tales From Space: Mutant Blobs Attack,2D
5640,Tales From Space: Mutant Blobs Attack,Action
5641,Tales From Space: Mutant Blobs Attack,Platformer
5642,EA Sports UFC,Boxing
5643,EA Sports UFC,Sports
5644,Blood of the Werewolf,Action
5645,Blood of the Werewolf,2D
5646,Blood of the Werewolf,Platformer
5647,Magical Beat,Music/Rhythm
5648,Shovel Knight,Platformer
5649,Shovel Knight,Action
5650,Shovel Knight,2D
5651,Killzone: Shadow Fall,3D
5652,Killzone: Shadow Fall,Action
5653,Killzone: Shadow Fall,First-Person
5654,Killzone: Shadow Fall,Shooter
5655,WildStar,Role-Playing
5656,WildStar,MMO
5657,Ace Combat Infinity,Arcade
5658,Ace Combat Infinity,Action
5659,Ace Combat Infinity,Flight
5660,Transformers: Rise of the Dark Spark,Adventure
5661,Transformers: Rise of the Dark Spark,Action
5662,Xenonauts,Strategy
5663,Spoiler Alert,Action
5664,Child of Light,Role-Playing
5665,The Wolf Among Us,Adventure
5666,Richard & Alice,Adventure
5667,War Thunder,Simulation
5668,War Thunder,VR
5669,War Thunder,Flight
5670,Sniper Elite III,Tactical
5671,Sniper Elite III,Shooter
5672,Sniper Elite III,Third-Person
5673,Sniper Elite III,Action
5674,Infinity Runner,Action
5675,MouseCraft,Action
5676,MouseCraft,Puzzle
5677,Divinity: Original Sin,Role-Playing
5678,The Walking Dead: Season Two - A Telltale Games Series,Action
5679,The Walking Dead: Season Two - A Telltale Games Series,Adventure
5680,Wayward Manor,Adventure
5681,Unrest,Role-Playing
5682,Super ComboMan,2D
5683,Super ComboMan,Action
5684,Super ComboMan,Fighting
5685,Dark Souls II,Role-Playing
5686,Dark Souls II,Action
5687,Oddworld: Abe's Oddysee,Action
5688,Oddworld: Abe's Oddysee,2D
5689,Oddworld: Abe's Oddysee,Platformer
5690,King's Bounty: Dark Side,Strategy
5691,King's Bounty: Dark Side,Turn-Based
5692,The Last of Us,Adventure
5693,The Last of Us,Action
5694,Siesta Fiesta,Action
5695,Siesta Fiesta,Puzzle
5696,Gods Will Be Watching,Adventure
5697,Only If,Adventure
5698,Only If,First-Person
5699,Only If,3D
5700,Rogue Legacy,Action
5701,Rogue Legacy,Platformer
5702,Rogue Legacy,Roguelike
5703,Rogue Legacy,2D
5704,Magic: Duels of the Planeswalkers 2015,Card Game
5705,Road Not Taken,Puzzle
5706,Metrico,Puzzle
5707,Metrico,Action
5708,Halfway,Turn-Based
5709,Halfway,Strategy
5710,Wii Sports Club,Sports
5711,Sacred 3,Role-Playing
5712,Sacred 3,Action
5713,Risen 3: Titan Lords,Role-Playing
5714,Hohokum,Adventure
5715,Diablo III,Action
5716,Diablo III,Role-Playing
5717,Metro Redux,Compilation
5718,The Golf Club,Golf
5719,The Golf Club,Sports
5720,The Golf Club,Simulation
5721,MIND: Path to Thalamus,Action
5722,MIND: Path to Thalamus,First-Person
5723,MIND: Path to Thalamus,Shooter
5724,MIND: Path to Thalamus,3D
5725,Akiba's Trip: Undead & Undressed,Adventure
5726,Akiba's Trip: Undead & Undressed,Action
5727,Surgeon Simulator 2013,Simulation
5728,Surgeon Simulator 2013,VR
5729,Shadowgate,Adventure
5730,Might & Magic: Duel of Champions,Strategy
5731,CounterSpy,Action
5732,Danganronpa 2: Goodbye Despair,Adventure
5733,inFamous: Second Son,Adventure
5734,inFamous: Second Son,Action
5735,Firefall,3D
5736,Firefall,Team-Based
5737,Firefall,Third-Person
5738,Firefall,Shooter
5739,Firefall,Action
5740,Madden NFL 15,Team-Based
5741,Madden NFL 15,Football (American)
5742,Madden NFL 15,Simulation
5743,Madden NFL 15,Sports
5744,The Walking Dead: Season Two - A Telltale Games Series,Action
5745,The Walking Dead: Season Two - A Telltale Games Series,Adventure
5746,Dark Souls II,Action
5747,Dark Souls II,Role-Playing
5748,Azure Striker Gunvolt,Action
5749,Azure Striker Gunvolt,2D
5750,Azure Striker Gunvolt,Platformer
5751,Velocity 2X,Action
5752,The Last Tinker: City of Colors,3D
5753,The Last Tinker: City of Colors,Action
5754,The Last Tinker: City of Colors,Platformer
5755,Dead Rising 3,Action
5756,Dead Rising 3,Adventure
5757,Destiny,First-Person
5758,Destiny,3D
5759,Destiny,Role-Playing
5760,Destiny,Action
5761,Destiny,Shooter
5762,Dance Central Spotlight,Music/Rhythm
5763,NHL 15,Team-Based
5764,NHL 15,Hockey
5765,NHL 15,Simulation
5766,NHL 15,Sports
5767,The Sims 4,Simulation
5768,Theatrhythm Final Fantasy: Curtain Call,Music/Rhythm
5769,Neverwinter,MMO
5770,Neverwinter,Role-Playing
5771,Murasaki Baby,2D
5772,Murasaki Baby,Platformer
5773,Murasaki Baby,Action
5774,Minimum,Action
5775,Lichdom: Battlemage,Role-Playing
5776,Cannon Brawl,Strategy
5777,Cannon Brawl,Real-Time
5778,Hyrule Warriors,Beat-'Em-Up
5779,Hyrule Warriors,Action
5780,Hyrule Warriors,3D
5781,Roundabout,Arcade
5782,Roundabout,Driving/Racing
5783,Disney Infinity 2.0 Edition,Action
5784,Disney Infinity 2.0 Edition,Adventure
5785,D4: Dark Dreams Don't Die,Adventure
5786,FIFA 15,Team-Based
5787,FIFA 15,Simulation
5788,FIFA 15,Soccer
5789,FIFA 15,Sports
5790,Natural Doctrine,Turn-Based
5791,Natural Doctrine,Strategy
5792,Wasteland 2,Role-Playing
5793,Minecraft,Open-World
5794,Minecraft,3D
5795,Minecraft,Adventure
5796,Minecraft,First-Person
5797,Super Smash Bros. for Nintendo 3DS,Action
5798,Super Smash Bros. for Nintendo 3DS,2D
5799,Super Smash Bros. for Nintendo 3DS,Fighting
5800,Middle-earth: Shadow of Mordor,Adventure
5801,Middle-earth: Shadow of Mordor,Action
5802,Kraven Manor,Action
5803,Kraven Manor,Adventure
5804,Kraven Manor,Open-World
5805,Kraven Manor,3D
5806,Watch Dogs,Adventure
5807,Watch Dogs,Action
5808,Fenix Rage,2D
5809,Fenix Rage,Action
5810,Fenix Rage,Platformer
5811,Forza Horizon 2,Driving/Racing
5812,Forza Horizon 2,Simulation
5813,SPACECOM,Real-Time
5814,SPACECOM,Strategy
5815,Gauntlet,Role-Playing
5816,The Vanishing of Ethan Carter,3D
5817,The Vanishing of Ethan Carter,Adventure
5818,The Vanishing of Ethan Carter,First-Person
5819,Stronghold: Crusader II,Real-Time
5820,Stronghold: Crusader II,Strategy
5821,Five Nights at Freddy's,Adventure
5822,Five Nights at Freddy's,Survival
5823,Five Nights at Freddy's,3D
5824,Five Nights at Freddy's,Action
5825,Alien: Isolation,Adventure
5826,Alien: Isolation,VR
5827,Alien: Isolation,Action
5828,Persona 4 Arena Ultimax,Fighting
5829,Persona 4 Arena Ultimax,2D
5830,Persona 4 Arena Ultimax,Action
5831,Styx: Master of Shadows,Action
5832,Styx: Master of Shadows,Adventure
5833,Driveclub,Simulation
5834,Driveclub,Driving/Racing
5835,Hack 'n' Slash,2D
5836,Hack 'n' Slash,Action
5837,Hack 'n' Slash,Platformer
5838,NBA 2K15,Basketball
5839,NBA 2K15,Simulation
5840,NBA 2K15,Sports
5841,NBA 2K15,Team-Based
5842,Fantasy Life,Role-Playing
5843,Sherlock Holmes: Crimes & Punishments,Adventure
5844,Costume Quest 2,Action
5845,Costume Quest 2,Role-Playing
5846,Dark Souls II,Action
5847,Dark Souls II,Role-Playing
5848,Borderlands: The Pre-Sequel,3D
5849,Borderlands: The Pre-Sequel,Action
5850,Borderlands: The Pre-Sequel,First-Person
5851,Borderlands: The Pre-Sequel,Shooter
5852,Bayonetta 2,Adventure
5853,Bayonetta 2,Action
5854,Short Peace: Ranko Tsukigime's Longest Day,2D
5855,Short Peace: Ranko Tsukigime's Longest Day,Platformer
5856,Short Peace: Ranko Tsukigime's Longest Day,Action
5857,Ryse: Son of Rome,3D
5858,Ryse: Son of Rome,Adventure
5859,Ryse: Son of Rome,Action
5860,Endless Legend,Turn-Based
5861,Endless Legend,Strategy
5862,Sleeping Dogs,Adventure
5863,Sleeping Dogs,Action
5864,TRI,Action
5865,Falling Skies: The Game,Action
5866,Fantasia: Music Evolved,Music/Rhythm
5867,F1 2014,Simulation
5868,F1 2014,Driving/Racing
5869,A City Sleeps,2D
5870,A City Sleeps,Action
5871,A City Sleeps,Shooter
5872,The Legend of Korra,Action
5873,The Legend of Korra,Adventure
5874,Fluster Cluck,Action
5875,Sid Meier's Civilization: Beyond Earth,Strategy
5876,Sid Meier's Civilization: Beyond Earth,Turn-Based
5877,The Evil Within,3D
5878,The Evil Within,Action
5879,The Evil Within,Adventure
5880,Legend of Grimrock II,Role-Playing
5881,Neverending Nightmares,Action
5882,Neverending Nightmares,Adventure
5883,Neverending Nightmares,Survival
5884,Neverending Nightmares,3D
5885,Sunset Overdrive,Action
5886,Lords of the Fallen,Action
5887,Lords of the Fallen,Role-Playing
5888,Minecraft,3D
5889,Minecraft,Adventure
5890,Minecraft,First-Person
5891,Minecraft,Open-World
5892,Fairy Fencer F,Role-Playing
5893,Skylanders Trap Team,Action
5894,Skylanders Trap Team,3D
5895,Skylanders Trap Team,Platformer
5896,Call of Duty: Advanced Warfare,First-Person
5897,Call of Duty: Advanced Warfare,Shooter
5898,Call of Duty: Advanced Warfare,Action
5899,Call of Duty: Advanced Warfare,Tactical
5900,Call of Duty: Advanced Warfare,3D
5901,Dreamfall Chapters,Adventure
5902,Dreamfall Chapters,Third-Person
5903,Dreamfall Chapters,3D
5904,Planetary Annihilation,Strategy
5905,Planetary Annihilation,Real-Time
5906,Football Manager 2015,Team-Based
5907,Football Manager 2015,Management
5908,Football Manager 2015,Soccer
5909,Football Manager 2015,Sports
5910,Ultimate NES Remix,Miscellaneous
5911,Dungeon of the Endless,Real-Time
5912,Dungeon of the Endless,Strategy
5913,Gabriel Knight: Sins of the Fathers,Adventure
5914,WWE 2K15,Action
5915,WWE 2K15,Fighting
5916,WWE 2K15,Wrestling
5917,Depth,Shooter
5918,Depth,3D
5919,Depth,Action
5920,Depth,First-Person
5921,NBA Live 15,Team-Based
5922,NBA Live 15,Arcade
5923,NBA Live 15,Basketball
5924,NBA Live 15,Sports
5925,Pro Evolution Soccer 2015,Sports
5926,Pro Evolution Soccer 2015,Team-Based
5927,Pro Evolution Soccer 2015,Simulation
5928,Pro Evolution Soccer 2015,Soccer
5929,The Unfinished Swan,Adventure
5930,The Unfinished Swan,3D
5931,The Unfinished Swan,First-Person
5932,Assassin's Creed Unity,Action
5933,Assassin's Creed Unity,Adventure
5934,Assassin's Creed Unity,Third-Person
5935,Assassin's Creed Unity,3D
5936,Dragon Age: Inquisition,Action
5937,Dragon Age: Inquisition,Adventure
5938,Dragon Age: Inquisition,Role-Playing
5939,Dragon Age: Inquisition,3D
5940,Dragon Age: Inquisition,Third-Person
5941,Assassin's Creed Rogue,Action
5942,Assassin's Creed Rogue,Adventure
5943,Sonic Boom: Rise of Lyric,3D
5944,Sonic Boom: Rise of Lyric,Platformer
5945,Sonic Boom: Rise of Lyric,Action
5946,Randal's Monday,Adventure
5947,Halo: The Master Chief Collection,Shooter
5948,Halo: The Master Chief Collection,3D
5949,Halo: The Master Chief Collection,Action
5950,Halo: The Master Chief Collection,First-Person
5951,Grand Theft Auto V,Shooter
5952,Grand Theft Auto V,Action
5953,Grand Theft Auto V,Open-World
5954,Grand Theft Auto V,Third-Person
5955,Grand Theft Auto V,Adventure
5956,Grand Theft Auto V,3D
5957,Grand Theft Auto V,First-Person
5958,Far Cry 4,3D
5959,Far Cry 4,Shooter
5960,Far Cry 4,First-Person
5961,Far Cry 4,Survival
5962,Far Cry 4,Action
5963,Far Cry 4,Adventure
5964,A Bird Story,Action
5965,LEGO Batman 3: Beyond Gotham,Action
5966,LEGO Batman 3: Beyond Gotham,Adventure
5967,This War of Mine,Real-Time
5968,This War of Mine,Strategy
5969,LittleBigPlanet 3,Action
5970,LittleBigPlanet 3,2D
5971,LittleBigPlanet 3,Platformer
5972,Pokemon Alpha Sapphire / Omega Ruby,Role-Playing
5973,Pokemon Alpha Sapphire / Omega Ruby,Management
5974,Escape Dead Island,3D
5975,Escape Dead Island,Action
5976,Escape Dead Island,Adventure
5977,Escape Dead Island,Survival
5978,Space Hulk Ascension,Turn-Based
5979,Space Hulk Ascension,Strategy
5980,Never Alone,2D
5981,Never Alone,Action
5982,Never Alone,Platformer
5983,Freedom Wars,Role-Playing
5984,Freedom Wars,Action
5985,Adventure Time: The Secret of the Nameless Kingdom,Action
5986,Adventure Time: The Secret of the Nameless Kingdom,Adventure
5987,The Binding of Isaac: Rebirth,3D
5988,The Binding of Isaac: Rebirth,Action
5989,The Binding of Isaac: Rebirth,Adventure
5990,The Binding of Isaac: Rebirth,Roguelike
5991,WWE 2K15,Wrestling
5992,WWE 2K15,Action
5993,WWE 2K15,Fighting
5994,Speakeasy,Action
5995,Tales from the Borderlands: A Telltale Game Series,Adventure
5996,Rollers of the Realm,Pinball
5997,Super Smash Bros. for Wii U,Action
5998,Super Smash Bros. for Wii U,Fighting
5999,Super Smash Bros. for Wii U,Party/Minigame
6000,Super Smash Bros. for Wii U,3D
6001,Geometry Wars 3: Dimensions,Action
6002,Geometry Wars 3: Dimensions,Fixed-Screen
6003,Geometry Wars 3: Dimensions,Shooter
6004,Geometry Wars 3: Dimensions,2D
6005,Captain Toad: Treasure Tracker,3D
6006,Captain Toad: Treasure Tracker,Platformer
6007,Captain Toad: Treasure Tracker,Action
6008,Game of Thrones: A Telltale Games Series,Adventure
6009,Defenders of Time,Strategy
6010,The Wolf Among Us,Adventure
6011,How to Survive,Action
6012,How to Survive,Adventure
6013,How to Survive,Survival
6014,How to Survive,3D
6015,Lara Croft and the Temple of Osiris,Adventure
6016,Lara Croft and the Temple of Osiris,Action
6017,Phoenix Wright: Ace Attorney Trilogy,Compilation
6018,JUJU,2D
6019,JUJU,Action
6020,JUJU,Platformer
6021,The Crew,Simulation
6022,The Crew,Driving/Racing
6023,LIMBO,Action
6024,LIMBO,Platformer
6025,LIMBO,2D
6026,Secret Ponchos,3D
6027,Secret Ponchos,Action
6028,Secret Ponchos,First-Person
6029,Secret Ponchos,Shooter
6030,Shadows: Heretic Kingdoms,Role-Playing
6031,Destiny,3D
6032,Destiny,Role-Playing
6033,Destiny,Action
6034,Destiny,Shooter
6035,Destiny,First-Person
6036,The Talos Principle,3D
6037,The Talos Principle,Adventure
6038,The Talos Principle,First-Person
6039,Elegy for a Dead World,Adventure
6040,Elegy for a Dead World,Text-Based
6041,Tropico 5,Strategy
6042,Tropico 5,Management
6043,Tetris Ultimate,Puzzle
6044,Tetris Ultimate,Matching/Stacking
6045,World of Warcraft,Action
6046,World of Warcraft,Role-Playing
6047,World of Warcraft,MMO
6048,World of Warcraft,Adventure
6049,World of Warcraft,Open-World
6050,World of Warcraft,Third-Person
6051,Loadout,3D
6052,Loadout,Action
6053,Loadout,Shooter
6054,Loadout,Third-Person
6055,Sunset Overdrive,Action
6056,Scrolls,Card Game
6057,Persona Q: Shadow of the Labyrinth,Role-Playing
6058,Kalimba,Action
6059,Lost Constellation,2D
6060,Lost Constellation,Action
6061,Lost Constellation,Platformer
6062,Assassin's Creed Unity,Third-Person
6063,Assassin's Creed Unity,Action
6064,Assassin's Creed Unity,3D
6065,Assassin's Creed Unity,Adventure
6066,Kingdom Hearts HD 2.5 ReMIX,Compilation
6067,Resident Evil,Action
6068,Resident Evil,Adventure
6069,Resident Evil,Survival
6070,Resident Evil,3D
6071,Saints Row IV,Action
6072,Saints Row IV,Adventure
6073,Grim Fandango,Adventure
6074,Grim Fandango,Third-Person
6075,Grim Fandango,3D
6076,Blackguards 2,Turn-Based
6077,Blackguards 2,Strategy
6078,Switch Galaxy,Action
6079,Switch Galaxy,Arcade
6080,The Marvellous Miss Take,Adventure
6081,The Legend of Zelda: Majora's Mask,Action
6082,The Legend of Zelda: Majora's Mask,Adventure
6083,Gravity Ghost,Action
6084,Life is Strange,Action
6085,Life is Strange,Adventure
6086,Nosgoth,Action
6087,Grey Goo,Strategy
6088,Grey Goo,Real-Time
6089,Dying Light,Action
6090,Dying Light,Adventure
6091,Dying Light,Survival
6092,Dying Light,3D
6093,Citizens of Earth,Role-Playing
6094,Game of Thrones: A Telltale Games Series,Adventure
6095,Monster Hunter 4 Ultimate,Role-Playing
6096,Monster Hunter 4 Ultimate,Action
6097,Deathtrap,Strategy
6098,Elite: Dangerous,Simulation
6099,#IDARB,Action
6100,Apotheon,2D
6101,Apotheon,Action
6102,Apotheon,Beat-'Em-Up
6103,Evolve,3D
6104,Evolve,Action
6105,Evolve,First-Person
6106,Evolve,Shooter
6107,Raven's Cry,Real-Time
6108,Raven's Cry,Strategy
6109,The Escapists,Action
6110,Total War: Attila,Real-Time
6111,Total War: Attila,Strategy
6112,Criminal Girls: Invite Only,Role-Playing
6113,Kirby and the Rainbow Curse,2D
6114,Kirby and the Rainbow Curse,Platformer
6115,Kirby and the Rainbow Curse,Action
6116,Heroes of Might and Magic III,Strategy
6117,The Order: 1886,Action
6118,The Order: 1886,Adventure
6119,Grow Home,Adventure
6120,Grow Home,Action
6121,The Legend of Candlewind: Nights & Candles,Role-Playing
6122,Aaru's Awakening,Platformer
6123,Aaru's Awakening,2D
6124,Aaru's Awakening,Action
6125,Resident Evil: Revelations 2,Adventure
6126,Resident Evil: Revelations 2,Survival
6127,Resident Evil: Revelations 2,3D
6128,Resident Evil: Revelations 2,Action
6129,Hand of Fate,Trivia/Board Game
6130,Oblitus,Action
6131,Oblitus,Platformer
6132,Oblitus,2D
6133,Republique Remastered,Adventure
6134,Republique Remastered,Action
6135,ScreamRide,Simulation
6136,Resident Evil: Revelations 2,Action
6137,Resident Evil: Revelations 2,3D
6138,Resident Evil: Revelations 2,Adventure
6139,Resident Evil: Revelations 2,Survival
6140,Helldivers,Shooter
6141,Helldivers,Third-Person
6142,Helldivers,3D
6143,Helldivers,Action
6144,Oreshika: Tainted Bloodlines,Role-Playing
6145,Q*bert: Rebooted,Action
6146,Q*bert: Rebooted,Arcade
6147,Lords of the Fallen,Role-Playing
6148,Lords of the Fallen,Action
6149,Mario vs. Donkey Kong: Tipping Stars,Puzzle
6150,Mario vs. Donkey Kong: Tipping Stars,Action
6151,Hotline Miami 2: Wrong Number,Action
6152,OlliOlli2: Welcome to Olliwood,Sports
6153,OlliOlli2: Welcome to Olliwood,Skateboarding/Skating
6154,DmC: Devil May Cry,Action
6155,DmC: Devil May Cry,Adventure
6156,There Came an Echo,Strategy
6157,There Came an Echo,Real-Time
6158,Ori and the Blind Forest,2D
6159,Ori and the Blind Forest,Platformer
6160,Ori and the Blind Forest,Action
6161,Dragon Ball: Xenoverse,3D
6162,Dragon Ball: Xenoverse,Action
6163,Dragon Ball: Xenoverse,Fighting
6164,Shelter 2,Simulation
6165,Homeworld Remastered Collection,Compilation
6166,Resident Evil: Revelations 2,Adventure
6167,Resident Evil: Revelations 2,Survival
6168,Resident Evil: Revelations 2,3D
6169,Resident Evil: Revelations 2,Action
6170,Harold,Action
6171,Harold,Platformer
6172,Harold,2D
6173,Trash TV,Platformer
6174,Trash TV,2D
6175,Trash TV,Action
6176,Code Name: S.T.E.A.M.,Turn-Based
6177,Code Name: S.T.E.A.M.,Strategy
6178,Resogun,Action
6179,Resogun,Shoot-'Em-Up
6180,Resogun,2D
6181,Cities: Skylines,Strategy
6182,Cities: Skylines,Management
6183,White Night,Adventure
6184,White Night,Survival
6185,White Night,3D
6186,White Night,Action
6187,Mario Party 10,Party/Minigame
6188,Final Fantasy Type-0,Role-Playing
6189,Final Fantasy Type-0,Action
6190,Battlefield Hardline,Action
6191,Battlefield Hardline,Shooter
6192,Battlefield Hardline,First-Person
6193,Battlefield Hardline,Tactical
6194,Tales from the Borderlands: A Telltale Game Series,Adventure
6195,Resident Evil: Revelations 2,Survival
6196,Resident Evil: Revelations 2,Adventure
6197,Resident Evil: Revelations 2,3D
6198,Resident Evil: Revelations 2,Action
6199,LA Cops,Fixed-Screen
6200,LA Cops,Shooter
6201,LA Cops,2D
6202,LA Cops,Action
6203,Robot Roller-Derby Disco Dodgeball,Sports
6204,Bladestorm: The Hundred Years' War,3D
6205,Bladestorm: The Hundred Years' War,Action
6206,Bladestorm: The Hundred Years' War,Beat-'Em-Up
6207,Frozen Cortex,Sports
6208,Woolfe - The Red Hood Diaries,Action
6209,Woolfe - The Red Hood Diaries,Adventure
6210,Woolfe - The Red Hood Diaries,Survival
6211,Woolfe - The Red Hood Diaries,3D
6212,Borderlands: The Pre-Sequel,Action
6213,Borderlands: The Pre-Sequel,First-Person
6214,Borderlands: The Pre-Sequel,Shooter
6215,Borderlands: The Pre-Sequel,3D
6216,Xenoblade Chronicles,Role-Playing
6217,Xenoblade Chronicles,Action
6218,Game of Thrones: A Telltale Games Series,Adventure
6219,Borderlands: The Handsome Collection,Compilation
6220,Bloodborne,Action
6221,Bloodborne,Role-Playing
6222,Life is Strange,Action
6223,Life is Strange,Adventure
6224,Worlds of Magic,Strategy
6225,Worlds of Magic,Turn-Based
6226,Dragon Age: Inquisition,Adventure
6227,Dragon Age: Inquisition,Role-Playing
6228,Dragon Age: Inquisition,Action
6229,Dragon Age: Inquisition,Third-Person
6230,Dragon Age: Inquisition,3D
6231,Sid Meier's Starships,Strategy
6232,Sid Meier's Starships,Turn-Based
6233,Axiom Verge,Action
6234,Axiom Verge,Adventure
6235,Dreamfall Chapters,Adventure
6236,Dreamfall Chapters,Third-Person
6237,Dreamfall Chapters,3D
6238,Story of Seasons,Strategy
6239,Sunless Sea,Action
6240,Sunless Sea,Adventure
6241,Three Fourths Home,Text-Based
6242,Three Fourths Home,Adventure
6243,Dyscourse,Adventure
6244,Etrian Mystery Dungeon,Roguelike
6245,Etrian Mystery Dungeon,Role-Playing
6246,MLB 15: The Show,Simulation
6247,MLB 15: The Show,Sports
6248,MLB 15: The Show,Team-Based
6249,MLB 15: The Show,Baseball
6250,Pillars of Eternity,Role-Playing
6251,Dark Souls II,Action
6252,Dark Souls II,Role-Playing
6253,Bastion,Action
6254,Bastion,Role-Playing
6255,Paperbound,Fighting
6256,Paperbound,2D
6257,Paperbound,Action
6258,Infinite Crisis,MOBA
6259,Infinite Crisis,Strategy
6260,Slender: The Arrival,3D
6261,Slender: The Arrival,Adventure
6262,Slender: The Arrival,First-Person
6263,Titan Souls,Action
6264,WE ARE DOOMED,Action
6265,WE ARE DOOMED,Shoot-'Em-Up
6266,WE ARE DOOMED,2D
6267,Mortal Kombat X,Fighting
6268,Mortal Kombat X,2D
6269,Mortal Kombat X,Action
6270,"Slow Down, Bull",Action
6271,Assassin's Creed Chronicles: China,Adventure
6272,Assassin's Creed Chronicles: China,Action
6273,The Charnel House Trilogy,Adventure
6274,Affordable Space Adventures,2D
6275,Affordable Space Adventures,Shoot-'Em-Up
6276,Affordable Space Adventures,Action
6277,VoidExpanse,Action
6278,VoidExpanse,Role-Playing
6279,Dungeons 2,Strategy
6280,Halo: Spartan Strike,Shooter
6281,Halo: Spartan Strike,2D
6282,Halo: Spartan Strike,Action
6283,Halo: Spartan Strike,Fixed-Screen
6284,Age of Wonders III,Strategy
6285,Age of Wonders III,Turn-Based
6286,State of Decay,Survival
6287,State of Decay,3D
6288,State of Decay,Action
6289,State of Decay,Adventure
6290,I Am Bread,Miscellaneous
6291,Tower of Guns,3D
6292,Tower of Guns,Action
6293,Tower of Guns,First-Person
6294,Tower of Guns,Shooter
6295,Kerbal Space Program,Simulation
6296,Massive Chalice,Turn-Based
6297,Massive Chalice,Strategy
6298,The Incredible Adventures of Van Helsing III,Action
6299,The Incredible Adventures of Van Helsing III,Role-Playing
6300,NEON STRUCT,Action
6301,NEON STRUCT,Adventure
6302,Carmageddon: Reincarnation,Simulation
6303,Sym,Action
6304,Heroes of the Storm,Action
6305,Shadowrun Chronicles: Boston Lockdown,Turn-Based
6306,Shadowrun Chronicles: Boston Lockdown,Strategy
6307,Kholat,3D
6308,Kholat,Adventure
6309,Kholat,First-Person
6310,Yoshi's Woolly World,Platformer
6311,Yoshi's Woolly World,Action
6312,Yoshi's Woolly World,2D
6313,Batman: Arkham Knight,Action
6314,Batman: Arkham Knight,Adventure
6315,The Masterplan,Strategy
6316,Wander,Simulation
6317,Wander,VR
6318,Dirty Bomb,Action
6319,Dirty Bomb,First-Person
6320,Dirty Bomb,Shooter
6321,Dirty Bomb,3D
6322,Devil May Cry 4,Adventure
6323,Devil May Cry 4,Action
6324,Tales from the Borderlands: A Telltale Game Series,Adventure
6325,Dr. Mario: Miracle Cure,Matching/Stacking
6326,Dr. Mario: Miracle Cure,Puzzle
6327,Her Story,Adventure
6328,RONIN,Strategy
6329,RONIN,Turn-Based
6330,Etrian Odyssey 2 Untold: The Fafnir Knight,Role-Playing
6331,Final Fantasy XIV Online: A Realm Reborn,Role-Playing
6332,Final Fantasy XIV Online: A Realm Reborn,MMO
6333,Whispering Willows,Adventure
6334,PlanetSide 2,Free-to-Play
6335,PlanetSide 2,Team-Based
6336,PlanetSide 2,Action
6337,PlanetSide 2,Shooter
6338,PlanetSide 2,3D
6339,PlanetSide 2,First-Person
6340,The Red Solstice,Action
6341,Traverser,Action
6342,Traverser,Adventure
6343,LEGO Jurassic World,Action
6344,LEGO Jurassic World,Adventure
6345,God of War III,Adventure
6346,God of War III,Action
6347,Rocket League,Arcade
6348,Rocket League,Soccer
6349,Rocket League,Sports
6350,Rocket League,Team-Based
6351,Legends of Eisenwald,Role-Playing
6352,Guild of Dungeoneering,Roguelike
6353,Guild of Dungeoneering,Role-Playing
6354,The Elder Scrolls Online,MMO
6355,The Elder Scrolls Online,Role-Playing
6356,F1 2015,Driving/Racing
6357,F1 2015,Simulation
6358,Godzilla,Action
6359,Game of Thrones: A Telltale Games Series,Adventure
6360,Trials Fusion,Driving/Racing
6361,Trials Fusion,Arcade
6362,Journey,Platformer
6363,Journey,Action
6364,Journey,3D
6365,Card Hunter,Trivia/Board Game
6366,Dreamfall Chapters,Adventure
6367,Dreamfall Chapters,Third-Person
6368,Dreamfall Chapters,3D
6369,Rory McIlroy PGA Tour,Golf
6370,Rory McIlroy PGA Tour,Sports
6371,Rory McIlroy PGA Tour,Simulation
6372,Prototype Biohazard Bundle,Compilation
6373,Tembo the Badass Elephant,Action
6374,Tembo the Badass Elephant,Adventure
6375,Trove,Adventure
6376,Trove,Action
6377,CABAL 2,MMO
6378,CABAL 2,Role-Playing
6379,Blues and Bullets,Adventure
6380,Blues and Bullets,Action
6381,Life is Strange,Action
6382,Life is Strange,Adventure
6383,Lost Dimension,Adventure
6384,King's Quest,Adventure
6385,Victor Vran,Action
6386,Victor Vran,Role-Playing
6387,Rare Replay,Compilation
6388,Galak-Z: The Dimensional,2D
6389,Galak-Z: The Dimensional,Action
6390,Galak-Z: The Dimensional,Shoot-'Em-Up
6391,N++,2D
6392,N++,Action
6393,N++,Platformer
6394,Red Goddess: Inner World,2D
6395,Red Goddess: Inner World,Action
6396,Red Goddess: Inner World,Platformer
6397,Everybody's Gone to the Rapture,3D
6398,Everybody's Gone to the Rapture,Adventure
6399,Everybody's Gone to the Rapture,First-Person
6400,The Talos Principle,3D
6401,The Talos Principle,Adventure
6402,The Talos Principle,First-Person
